"domain_name","User.Mac","device","domain_type","web_detail","Adult Content","multimedia hosting","Networking/ISP","ad content","microsoft/google/bing","moview review/ticket booking","music hosting","eCommerce","online cloud","Social networking","Travel and Resturants","News/magzines","total"
".net","e4:92:fb:ed:d3:76"," GT-I8552","Internet based services","ad content",43,87,186,58,35,0,6,0,183,0,0,0,598
".net","18:dc:56:f0:a9:77"," Micromax A310","Internet based services","multimedia hosting",38,180,24,124,13,0,0,0,0,0,0,0,379
".net","00:27:06:17:70:83","Sansui-SA50","Internet based services","Adult Content",227,3068,775,2085,606,0,180,5,130,3,0,0,7079
".net","00:ee:bd:0a:b9:a0"," HTC D","Internet based services","ad content",0,126,500,292,92,0,351,5,0,2,0,0,1368
".net","ac:9e:17:1b:b8:17",NA,"Internet based services","eCommerce",0,0,18,0,9,0,0,28,0,0,0,0,55
".net","d8:3c:69:be:6d:c0"," Micromax A066","Internet based services","ad content",0,498,519,6,248,0,0,8,0,1,0,7,1287
".net","3c:97:0e:ea:6c:cd"," iris X1","Internet based services","multimedia hosting",0,9,54,0,3,0,5,0,0,0,0,0,71
".net","3c:97:0e:ea:6c:cd"," iris X1","Internet based services","music hosting",0,9,54,0,3,0,5,0,0,0,0,0,71
".net","00:27:06:17:70:83","Sansui-SA50","Internet based services","music hosting",227,3068,775,2085,606,0,180,5,130,3,0,0,7079
".net","3c:97:0e:ea:6c:cd",NA,"Internet based services","multimedia hosting",0,9,54,0,3,0,5,0,0,0,0,0,71
".net","d8:3c:69:73:c1:c8"," Micromax A106","Internet based services","music hosting",0,4,66,36,101,0,143,0,3,0,0,0,353
".org","00:27:06:17:70:83","Sansui-SA50","non profit","multimedia hosting",227,3068,775,2085,606,0,180,5,130,3,0,0,7079
".org","00:27:06:17:70:83","Sansui-SA50","non profit","music hosting",227,3068,775,2085,606,0,180,5,130,3,0,0,7079
".org","00:27:06:17:70:83","Sansui-SA50","non profit","microsoft/google/bing",227,3068,775,2085,606,0,180,5,130,3,0,0,7079
".org","00:27:06:17:70:83"," Sansui SA50","non profit","online cloud",227,3068,775,2085,606,0,180,5,130,3,0,0,7079
".org","d8:3c:69:be:6d:c0"," Micromax A066","non profit","multimedia hosting",0,498,519,6,248,0,0,8,0,1,0,7,1287
".tv","00:27:06:17:70:83"," Sansui SA50","multimedia website","ad content",227,3068,775,2085,606,0,180,5,130,3,0,0,7079
".uk","00:27:06:17:70:83","Sansui-SA50","commercial/united kingdom","Adult Content",227,3068,775,2085,606,0,180,5,130,3,0,0,7079
".uk","00:27:06:17:70:83","Sansui-SA50","commercial/united kingdom","ad content",227,3068,775,2085,606,0,180,5,130,3,0,0,7079
".vc","00:27:06:17:70:83","Sansui-SA50","NULL","multimedia hosting",227,3068,775,2085,606,0,180,5,130,3,0,0,7079
".vc","00:27:06:17:70:83"," Sansui_SA50","NULL","multimedia hosting",227,3068,775,2085,606,0,180,5,130,3,0,0,7079
